Symbol,CLI,#_AUUUY,#_WUUUA,#_YUUUA,#_UUUUU,#Motifs,5UTR,3UTR,CDS,Intron,Total_Binding_Sites,Binding_Site_Bins
KLF4,5.584962501,3,3,3,4,9,0,1,0,1,2,2-4 Sites
KCNAB1,5.321928095,1,2,2,4,5,0,0,0,2,2,2-4 Sites
KCTD9,4.584962501,2,1,1,0,4,0,2,0,0,2,2-4 Sites
DSCAM,4.906890596,1,0,0,9,1,0,0,0,2,2,2-4 Sites
PI4KB,11.81778312,3,2,3,3,8,0,1,0,1,2,2-4 Sites
TMEM164,6.022367813,2,1,1,4,4,0,0,0,2,2,2-4 Sites
YKT6,11.31288296,2,4,2,2,8,0,0,0,2,2,2-4 Sites
PIK3CB,7.409390936,1,0,0,1,1,0,1,0,1,2,2-4 Sites
EBPL,5.169925002,0,1,1,0,2,0,1,0,1,2,2-4 Sites
GBX1,6.129283017,0,1,0,2,1,0,0,0,2,2,2-4 Sites
COX15,7.451211112,0,0,0,0,0,0,2,0,0,2,2-4 Sites
ATP5J,7.055282435,2,4,2,1,8,0,0,0,2,2,2-4 Sites
CDADC1,5.392317423,2,2,3,1,7,0,0,0,2,2,2-4 Sites
OLFM2,8.781359714,0,2,2,2,4,0,2,0,0,2,2-4 Sites
MITD1,7.339850002,0,0,1,0,1,0,0,0,2,2,2-4 Sites
MAGI1,5.491853096,1,2,1,3,4,0,0,0,2,2,2-4 Sites
FAM122C,7.906890596,0,0,1,1,1,0,0,0,2,2,2-4 Sites
PIGF,5.321928095,1,1,1,1,3,0,0,0,2,2,2-4 Sites
DCDC1,5.129283017,3,2,2,5,7,0,0,0,2,2,2-4 Sites
DNAJA2,9.784634845,3,4,4,2,11,0,1,0,1,2,2-4 Sites
KIAA0319,5.906890596,1,2,2,1,5,0,0,0,2,2,2-4 Sites
SYCE2,4.64385619,2,0,0,2,2,0,0,0,2,2,2-4 Sites
ZMAT2,7.108524457,0,1,2,1,3,0,1,0,1,2,2-4 Sites
OS9,5.491853096,1,1,1,2,3,0,0,0,2,2,2-4 Sites
EPB41L4A,6.169925001,0,0,0,5,0,0,0,0,2,2,2-4 Sites
BEND3,7.159871337,2,1,0,1,3,0,2,0,0,2,2-4 Sites
ALDH3A2,6.781359714,3,3,2,1,8,0,0,0,2,2,2-4 Sites
KIAA0564,6.285402219,2,2,2,2,6,0,0,0,2,2,2-4 Sites
ARHGAP17,8.285402219,2,1,1,2,4,0,0,0,2,2,2-4 Sites
TRIM39,6.321928095,1,1,2,0,4,0,0,0,2,2,2-4 Sites
TSR1,5.977279923,3,2,2,1,7,0,0,1,1,2,2-4 Sites
IL13RA1,7.62935662,1,1,1,3,3,0,2,0,0,2,2-4 Sites
STRAP,9.100662339,3,2,2,1,7,0,0,0,2,2,2-4 Sites
ARRDC1,8.45532722,4,7,3,4,14,0,0,0,2,2,2-4 Sites
VPS4B,6.62935662,0,2,2,1,4,0,0,0,2,2,2-4 Sites
TRPC5,6.266786541,3,1,2,0,6,0,0,0,2,2,2-4 Sites
KATNA1,11.15481811,2,3,2,1,7,0,1,0,1,2,2-4 Sites
CAD,4.584962501,3,3,3,7,9,0,0,0,2,2,2-4 Sites
HNRNPD,7.781359714,0,2,0,0,2,0,0,0,2,2,2-4 Sites
CKAP4,5.584962501,0,2,0,0,2,0,2,0,0,2,2-4 Sites
RAB27B,6.918863238,1,1,2,2,4,0,2,0,0,2,2-4 Sites
GINS3,9.108524457,2,5,3,2,10,0,0,0,2,2,2-4 Sites
NANP,6.266786541,2,0,1,3,3,0,2,0,0,2,2-4 Sites
ZCCHC10,11.42836017,0,2,2,1,4,0,2,0,0,2,2-4 Sites
IDI1,5.977279923,1,1,1,3,3,0,1,0,1,2,2-4 Sites
NPC1,5.807354922,2,1,3,1,6,0,2,0,0,2,2-4 Sites
SRF,8.159871337,1,3,2,2,6,0,2,0,0,2,2-4 Sites
TOMM34,5.584962501,1,4,2,2,7,0,0,0,2,2,2-4 Sites
TXNDC5,7.266786541,1,2,2,1,5,0,1,0,1,2,2-4 Sites
LAMB1,3.584962501,1,0,1,0,2,0,0,0,2,2,2-4 Sites
HEATR5A,5.807354922,3,2,2,3,7,0,0,0,2,2,2-4 Sites
GLOD4,8.894817763,4,2,3,2,9,0,1,0,1,2,2-4 Sites
VBP1,8.845490051,0,3,3,2,6,0,0,0,2,2,2-4 Sites
GUSB,6.169925002,2,1,1,5,4,0,0,0,2,2,2-4 Sites
ABCB10,5,1,1,1,3,3,0,1,0,1,2,2-4 Sites
PIGY,11.36577564,1,1,1,0,3,0,2,0,0,2,2-4 Sites
CTSC,6.977279923,5,6,5,4,16,0,0,0,2,2,2-4 Sites
PET112L,5.614709844,4,2,3,2,9,0,0,0,2,2,2-4 Sites
LIMD1,6.50779464,0,1,1,2,2,1,1,0,0,2,2-4 Sites
IGDCC4,8.228818691,0,1,0,1,1,0,2,0,0,2,2-4 Sites
CABLES1,7.693486957,0,2,1,3,3,0,0,0,2,2,2-4 Sites
TRAPPC3,7.129283017,2,2,2,1,6,0,1,0,1,2,2-4 Sites
E2F4,7.129283017,1,2,0,1,3,0,2,0,0,2,2-4 Sites
PLEKHC1,6.129283017,2,1,0,1,3,0,0,0,2,2,2-4 Sites
ZNF561,9.366322214,3,1,1,0,5,0,2,0,0,2,2-4 Sites
SGMS1,7.807354922,3,1,1,2,5,0,1,0,1,2,2-4 Sites
PPM1K,8.330916878,3,4,5,2,12,0,2,0,0,2,2-4 Sites
ZNF45,9.842350344,1,1,1,2,3,0,1,0,1,2,2-4 Sites
PPP2R5A,5.64385619,1,2,3,1,6,0,1,0,1,2,2-4 Sites
RPS27AP11,12.99964774,1,2,2,8,5,0,2,0,0,2,2-4 Sites
ALG14,7.366322215,1,0,0,1,1,0,0,0,2,2,2-4 Sites
TK2,4.754887502,1,1,1,1,3,0,1,0,1,2,2-4 Sites
SEPSECS,6.714245518,0,2,1,2,3,0,1,0,1,2,2-4 Sites
MCTP1,4.64385619,1,2,2,0,5,0,0,0,2,2,2-4 Sites
UPF3B,6.491853097,4,4,5,4,13,0,0,0,2,2,2-4 Sites
ANKS1A,5.169925002,1,1,0,0,2,0,0,0,2,2,2-4 Sites
PRR5L,5.169925001,1,2,2,3,5,0,0,0,2,2,2-4 Sites
TMOD3,8.876516947,2,3,4,1,9,0,1,0,1,2,2-4 Sites
RNF121,6.169925001,3,3,2,0,8,0,0,0,2,2,2-4 Sites
SYTL2,6.169925002,1,1,1,5,3,0,0,0,2,2,2-4 Sites
SET,10.48179943,1,2,1,1,4,0,2,0,0,2,2-4 Sites
ABCF1,6.129283017,1,0,0,3,1,0,0,0,2,2,2-4 Sites
TMED3,6.714245518,2,1,1,0,4,0,0,0,2,2,2-4 Sites
PPIH,5.977279923,2,2,1,3,5,0,0,0,2,2,2-4 Sites
ABTB2,7.870364719,3,2,1,2,6,0,0,0,2,2,2-4 Sites
VGLL4,5.906890596,1,0,0,2,1,1,0,0,1,2,2-4 Sites
PPP1R8,6.321928095,3,2,2,4,7,0,0,0,2,2,2-4 Sites
RAB39,5.614709844,2,1,1,1,4,0,1,0,1,2,2-4 Sites
KIAA1244,7.584962501,0,2,2,3,4,0,1,0,1,2,2-4 Sites
COX19,6.906890596,1,0,0,2,1,0,0,0,2,2,2-4 Sites
NTN1,4.392317423,2,0,0,3,2,0,1,0,1,2,2-4 Sites
EFHC1,6.04439412,1,1,1,1,3,0,0,0,2,2,2-4 Sites
KIAA1009,6.285402219,0,1,0,0,1,0,0,0,2,2,2-4 Sites
AVEN,6.50779464,3,3,3,2,9,0,0,0,2,2,2-4 Sites
INTS3,5.169925001,2,2,1,1,5,1,0,0,1,2,2-4 Sites
ACLY,10.6617781,1,2,2,3,5,0,2,0,0,2,2-4 Sites
ETS2,7.459431619,0,0,1,0,1,0,2,0,0,2,2-4 Sites
ITPRIP,7.392317423,3,3,2,1,8,0,1,0,1,2,2-4 Sites
ARF4,6.906890596,3,3,3,5,9,0,0,0,2,2,2-4 Sites
ANKLE2,9.924812503,3,3,2,3,8,0,1,0,1,2,2-4 Sites
ZNF169,6.584962501,3,2,3,2,8,0,0,0,2,2,2-4 Sites
GGH,5.491853096,4,2,3,1,9,0,0,0,2,2,2-4 Sites
SGCZ,5.392317423,3,1,1,1,5,0,0,0,2,2,2-4 Sites
HGSNAT,7.491853097,1,0,1,2,2,0,1,0,1,2,2-4 Sites
MTF1,6.807354922,1,0,1,2,2,0,1,0,1,2,2-4 Sites
METT11D1,7.257387842,3,1,2,3,6,0,1,0,1,2,2-4 Sites
REL,7.451211112,3,3,0,3,6,0,0,0,2,2,2-4 Sites
ARID4A,7.257387842,1,0,1,1,2,0,1,0,1,2,2-4 Sites
HEATR6,6.870364719,3,4,3,1,10,0,0,0,2,2,2-4 Sites
COMMD3,7.022367813,2,3,2,1,7,0,0,0,2,2,2-4 Sites
CBX8,10.63481105,2,1,1,3,4,0,2,0,0,2,2-4 Sites
FAM40B,6.339850002,2,2,3,0,7,0,2,0,0,2,2-4 Sites
PRKCB,5.977279924,0,0,1,7,1,0,0,0,2,2,2-4 Sites
COL4A3,4.584962501,0,1,1,7,2,0,0,0,2,2,2-4 Sites
PPP2R1A,15.96323478,3,4,3,2,10,0,1,0,1,2,2-4 Sites
TRAP1,6.781359714,1,3,0,1,4,0,1,0,1,2,2-4 Sites
MAP3K7IP3,7.781359714,2,2,1,0,5,0,2,0,0,2,2-4 Sites
DCBLD1,7.04439412,1,1,1,2,3,0,0,0,2,2,2-4 Sites
APH1A,6.321928095,1,0,0,0,1,0,2,0,0,2,2-4 Sites
EAPP,7.321928095,0,0,0,0,0,0,2,0,0,2,2-4 Sites
SDHB,8.689997971,1,2,1,1,4,0,1,0,1,2,2-4 Sites
MED14,5.169925001,1,1,1,0,3,0,0,0,2,2,2-4 Sites
MKKS,6.807354922,2,1,2,0,5,1,0,0,1,2,2-4 Sites
AFMID,9.473705749,1,1,1,4,3,0,1,0,1,2,2-4 Sites
PLEKHM3,6.321928095,2,4,4,2,10,0,0,0,2,2,2-4 Sites
SPATS2L,7.392317423,4,3,3,1,10,0,1,0,1,2,2-4 Sites
SLC41A3,6.129283017,2,2,2,2,6,0,0,0,2,2,2-4 Sites
NP,7.339850002,2,1,2,1,5,0,0,0,2,2,2-4 Sites
DNTTIP2,5.392317423,1,1,1,1,3,0,1,0,1,2,2-4 Sites
MRPL17,10.65463603,1,1,1,2,3,0,2,0,0,2,2-4 Sites
MOCS2,9.011227256,1,1,1,4,3,0,1,0,1,2,2-4 Sites
ATP8A1,5.169925002,0,1,1,3,2,0,1,0,1,2,2-4 Sites
SCCPDH,5.392317423,1,2,2,2,5,0,0,0,2,2,2-4 Sites
SLC30A10,7.977279923,3,0,0,1,3,0,2,0,0,2,2-4 Sites
HAT1,8.491853096,2,4,3,2,9,0,0,0,2,2,2-4 Sites
TRAF2,6.409390936,1,4,2,3,7,0,0,0,2,2,2-4 Sites
PIGU,6.129283017,1,2,2,1,5,0,0,1,1,2,2-4 Sites
ZNF611,4.906890596,0,0,0,0,0,0,0,0,2,2,2-4 Sites
LTBP1,7.366322215,2,2,2,4,6,0,0,0,2,2,2-4 Sites
FRG1B,7.392317423,5,2,2,3,9,0,0,0,2,2,2-4 Sites
ZNF41,7.906890596,6,7,5,3,18,0,1,0,1,2,2-4 Sites
PAPSS2,7.257387842,2,2,1,0,5,0,1,0,1,2,2-4 Sites
TUBGCP4,6.321928095,2,0,0,1,2,0,0,0,2,2,2-4 Sites
MRPS5,7.022367813,2,1,2,3,5,0,0,0,2,2,2-4 Sites
SRPRB,6.491853096,1,2,2,5,5,0,1,0,1,2,2-4 Sites
FAM160A1,6.285402219,1,2,2,0,5,0,0,0,2,2,2-4 Sites
IQGAP3,6.491853097,1,1,1,0,3,0,1,0,1,2,2-4 Sites
QSOX2,7.076815597,2,3,3,3,8,0,0,0,2,2,2-4 Sites
KCTD18,5.977279923,2,1,2,2,5,0,1,0,1,2,2-4 Sites
RNF152,6.906890596,1,4,1,0,6,0,2,0,0,2,2-4 Sites
NIPSNAP3A,11.86108691,3,4,3,0,10,0,2,0,0,2,2-4 Sites
MTHFSD,6,1,1,1,2,3,0,0,0,2,2,2-4 Sites
GLUD1,10.16239133,1,1,1,6,3,0,1,0,1,2,2-4 Sites
PDLIM3,5.584962501,0,1,0,1,1,0,0,0,2,2,2-4 Sites
SRI,7.894817763,1,2,0,1,3,0,1,0,1,2,2-4 Sites
SSBP3,5.781359714,2,2,2,1,6,0,1,0,1,2,2-4 Sites
DNAJC2,5.807354922,2,0,1,1,3,0,1,0,1,2,2-4 Sites
CCDC112,6.569855608,1,1,1,1,3,0,1,0,1,2,2-4 Sites
PDP2,9.299208018,0,1,1,2,2,0,2,0,0,2,2-4 Sites
SLC30A4,6.266786541,0,0,1,3,1,0,1,0,1,2,2-4 Sites
TUBB6,6.321928095,1,1,1,3,3,0,0,0,2,2,2-4 Sites
MEIS1,6.04439412,2,1,1,4,4,0,0,0,2,2,2-4 Sites
WDR4,6.906890596,1,3,1,1,5,0,0,0,2,2,2-4 Sites
DNAJC15,6.807354922,3,2,3,2,8,0,0,0,2,2,2-4 Sites
NDUFB1,7.459431619,2,3,2,1,7,0,0,0,2,2,2-4 Sites
KANK1,5.832890014,3,1,2,4,6,0,0,0,2,2,2-4 Sites
GTSE1,8.614709844,1,2,4,3,7,0,0,0,2,2,2-4 Sites
RPUSD4,5.672425342,2,1,2,2,5,0,0,0,2,2,2-4 Sites
SESN1,5.807354922,1,1,2,0,4,0,0,0,2,2,2-4 Sites
LRRC57,6.584962501,1,3,1,1,5,0,1,0,1,2,2-4 Sites
PPP2R3C,7.491853096,2,1,2,0,5,0,0,1,1,2,2-4 Sites
TMED2,8.233619677,1,1,1,0,3,0,1,0,1,2,2-4 Sites
FAM81A,9.607330314,0,1,1,2,2,0,1,0,1,2,2-4 Sites
CDCA7L,5.392317423,3,2,3,1,8,0,0,0,2,2,2-4 Sites
NDUFS6,7.129283017,3,5,6,2,14,0,0,0,2,2,2-4 Sites
ZSWIM5,4.754887502,3,3,3,1,9,0,0,0,2,2,2-4 Sites
SCYL3,6.700439718,3,3,3,2,9,0,0,0,2,2,2-4 Sites
SUCLA2,6.169925001,3,4,4,3,11,0,0,0,2,2,2-4 Sites
INTS12,5.977279923,2,1,2,1,5,0,0,0,2,2,2-4 Sites
TNPO2,8.379378367,2,3,1,2,6,0,2,0,0,2,2-4 Sites
POLR2J3,5.754887502,1,0,1,7,2,0,1,0,1,2,2-4 Sites
GUCY1B3,7.906890596,4,2,3,1,9,0,1,0,1,2,2-4 Sites
NFKBIB,6.321928095,0,0,0,0,0,0,1,0,1,2,2-4 Sites
MPP1,6.584962501,3,4,4,2,11,0,0,0,2,2,2-4 Sites
DCTD,6.266786541,1,2,2,3,5,0,0,0,2,2,2-4 Sites
CSDC2,6.285402219,3,6,4,3,13,0,0,0,2,2,2-4 Sites
AP4S1,6.169925001,1,2,2,5,5,0,0,0,2,2,2-4 Sites
MET,6.169925002,2,3,2,3,7,0,0,0,2,2,2-4 Sites
CDC14B,6.807354922,2,2,1,2,5,0,0,0,2,2,2-4 Sites
MCART6,5.584962501,5,6,5,1,16,0,0,0,2,2,2-4 Sites
MYL12A,4.169925002,1,2,3,1,6,0,1,0,1,2,2-4 Sites
CACNB2,5.781359714,4,4,3,4,11,0,0,0,2,2,2-4 Sites
SDHD,8.426264755,1,3,2,0,6,0,1,0,1,2,2-4 Sites
COCH,7.906890596,2,0,1,1,3,0,0,0,2,2,2-4 Sites
RPL11,5.129283017,0,2,1,3,3,0,1,0,1,2,2-4 Sites
SCAMP4,6.754887502,2,1,1,2,4,0,2,0,0,2,2-4 Sites
KDM6B,8.129283017,0,2,1,1,3,0,2,0,0,2,2-4 Sites
FBXW2,8.129283017,0,0,0,1,0,0,0,0,2,2,2-4 Sites
PRKRA,5.781359714,4,3,2,2,9,0,0,0,2,2,2-4 Sites
ALAS1,4.392317423,1,2,2,2,5,0,0,0,2,2,2-4 Sites
ATP1A1,6.129283017,4,2,2,2,8,0,0,0,2,2,2-4 Sites
CPSF7,7.906890596,2,3,2,2,7,0,1,0,1,2,2-4 Sites
POLR3C,8.640244936,1,2,2,2,5,0,0,0,2,2,2-4 Sites
TSC22D1,4.906890596,0,0,0,3,0,0,0,0,2,2,2-4 Sites
PTPN18,6.906890596,1,2,2,1,5,0,1,0,1,2,2-4 Sites
PIK3R3,8.400879436,3,2,3,1,8,0,0,0,2,2,2-4 Sites
13-Sep,6.169925001,4,0,1,1,5,0,0,0,2,2,2-4 Sites
ENO1,7.055282435,0,0,0,3,0,0,0,0,2,2,2-4 Sites
MIER2,5.491853096,1,1,1,3,3,0,0,0,2,2,2-4 Sites
CCDC144B,6.266786541,1,1,1,1,3,0,0,0,2,2,2-4 Sites
KIF27,7.906890596,2,1,2,1,5,0,0,0,2,2,2-4 Sites
SEC61B,6.129283017,0,1,1,1,2,0,1,0,1,2,2-4 Sites
MPP6,4.584962501,1,0,0,3,1,0,0,0,2,2,2-4 Sites
HBEGF,8.344295908,2,3,2,1,7,0,2,0,0,2,2-4 Sites
EPHA4,5.491853096,3,2,1,2,6,0,0,0,2,2,2-4 Sites
PXMP3,8.550746786,1,2,1,1,4,0,0,1,1,2,2-4 Sites
RTN4IP1,6.491853097,2,2,1,2,5,0,0,0,2,2,2-4 Sites
CBWD1,8.531381461,3,0,1,2,4,0,0,0,2,2,2-4 Sites
GEM,7.159871337,1,1,1,1,3,0,2,0,0,2,2-4 Sites
TRIM26,6.977279923,1,2,2,2,5,0,0,0,2,2,2-4 Sites
RPL17P20,8.781359714,2,2,2,2,6,0,0,0,2,2,2-4 Sites
APOBEC3G,9.481799432,0,0,0,4,0,0,0,0,2,2,2-4 Sites
BFAR,6.339850002,0,1,1,0,2,0,0,1,1,2,2-4 Sites
HNRNPAB,16.81560845,2,3,2,1,7,0,2,0,0,2,2-4 Sites
GPD2,7.409390936,0,1,1,1,2,0,2,0,0,2,2-4 Sites
CHPT1,8.022367813,3,2,3,3,8,0,0,0,2,2,2-4 Sites
ALG2,8.607330314,3,4,1,0,8,0,1,0,1,2,2-4 Sites
DUS2L,5.64385619,4,6,5,5,15,0,0,0,2,2,2-4 Sites
WDR6,5.321928095,3,4,4,3,11,0,0,0,2,2,2-4 Sites
PEX19,10.90839262,2,2,3,1,7,0,2,0,0,2,2-4 Sites
NFYA,7.707359132,1,2,2,1,5,0,1,0,1,2,2-4 Sites
NCOA7,6.04439412,2,0,0,0,2,0,1,0,1,2,2-4 Sites
EPB41,5.169925002,0,0,1,4,1,0,0,0,2,2,2-4 Sites
CAP1,7.392317423,3,1,1,1,5,0,1,0,1,2,2-4 Sites
NKIRAS1,6.584962501,3,3,2,3,8,0,1,0,1,2,2-4 Sites
WDR77,8.087462841,1,1,1,1,3,0,0,0,2,2,2-4 Sites
CLN5,6.129283017,1,1,1,1,3,0,0,1,1,2,2-4 Sites
POM121C,5.321928095,2,1,1,2,4,0,0,0,2,2,2-4 Sites
KLHL5,6.491853096,1,1,1,1,3,0,2,0,0,2,2-4 Sites
OSBPL11,7.108524457,2,2,2,2,6,0,0,0,2,2,2-4 Sites
CDH12,7.64385619,0,0,2,1,2,0,0,0,2,2,2-4 Sites
LRRTM4,6.569855608,0,2,0,1,2,0,0,0,2,2,2-4 Sites
SIP1,9.550746786,2,2,1,1,5,0,1,0,1,2,2-4 Sites
SERPINB1,5.169925002,1,1,2,2,4,0,2,0,0,2,2-4 Sites
KLF5,5.64385619,1,1,1,3,3,0,1,0,1,2,2-4 Sites
NBPF8,6.491853096,0,0,1,2,1,0,0,0,2,2,2-4 Sites
TWIST1,7.50779464,0,1,1,5,2,0,1,0,1,2,2-4 Sites
HERPUD2,5.584962501,1,1,0,0,2,0,1,0,1,2,2-4 Sites
NCSTN,9.700439718,1,0,2,4,3,0,1,0,1,2,2-4 Sites
SPCS1,14.69707616,1,2,1,0,4,0,2,0,0,2,2-4 Sites
ENC1,10.01122726,1,2,0,2,3,0,2,0,0,2,2-4 Sites
MYL12B,13.25915477,2,3,3,2,8,0,2,0,0,2,2-4 Sites
L3MBTL3,5.169925002,1,2,1,2,4,0,2,0,0,2,2-4 Sites
EBAG9,4.906890596,1,2,1,1,4,0,0,0,2,2,2-4 Sites
RHOQ,5.491853096,3,2,3,0,8,0,0,0,2,2,2-4 Sites
CDK9,7.614709844,1,0,0,2,1,0,2,0,0,2,2-4 Sites
ASNSD1,8.027905996,0,1,0,0,1,0,0,2,0,2,2-4 Sites
CDON,8.228818691,2,2,3,1,7,0,0,0,2,2,2-4 Sites
SCO1,6.584962501,1,0,0,0,1,0,0,1,1,2,2-4 Sites
TAF11,9.076815597,4,4,4,3,12,0,0,0,2,2,2-4 Sites
MZF1,4.754887502,3,3,2,3,8,0,0,0,2,2,2-4 Sites
BAT4,6.62935662,1,0,0,4,1,0,1,0,1,2,2-4 Sites
RPS27L,8.813781191,1,3,1,0,5,0,2,0,0,2,2-4 Sites
ILF2,5.459431619,3,0,0,1,3,0,1,0,1,2,2-4 Sites
STARD13,7.129283017,3,7,4,1,14,0,0,0,2,2,2-4 Sites
CLSPN,5.584962501,1,2,1,2,4,0,1,0,1,2,2-4 Sites
PAIP2,8.092757141,0,0,1,2,1,0,1,0,1,2,2-4 Sites
KBTBD2,7.366322215,2,1,1,1,4,0,0,0,2,2,2-4 Sites
ORC3L,3.906890596,2,1,3,1,6,0,0,0,2,2,2-4 Sites
KCNB2,5.129283017,2,2,1,2,5,0,0,0,2,2,2-4 Sites
PIGA,13.76901132,2,1,1,2,4,0,2,0,0,2,2-4 Sites
UXT,5,2,1,1,2,4,0,0,0,2,2,2-4 Sites
TSR2,6.169925001,1,2,1,1,4,0,1,0,1,2,2-4 Sites
CDCA5,6.977279923,1,0,0,1,1,0,1,0,1,2,2-4 Sites
ATP5E,5.807354922,2,1,2,2,5,0,2,0,0,2,2-4 Sites
SCRN3,6.50779464,1,2,1,1,4,0,0,0,2,2,2-4 Sites
ZNF197,6.62935662,1,4,3,2,8,0,1,0,1,2,2-4 Sites
RPL21,7.087462841,2,2,0,1,4,0,0,0,2,2,2-4 Sites
DAP3,6.754887502,1,1,2,1,4,0,1,0,1,2,2-4 Sites
NUDT15,7.787902559,1,2,2,0,5,0,2,0,0,2,2-4 Sites
RPS12,6.906890596,0,1,1,0,2,0,0,0,2,2,2-4 Sites
NDUFA1,5.459431619,1,2,2,0,5,0,0,0,2,2,2-4 Sites
TTC9C,9.116343962,1,0,0,0,1,0,2,0,0,2,2-4 Sites
RHBDD2,7.330916878,3,3,3,4,9,0,0,0,2,2,2-4 Sites
SNRPE,6.781359714,1,2,2,2,5,1,0,0,1,2,2-4 Sites
THUMPD2,6.392317423,0,0,0,0,0,0,0,0,2,2,2-4 Sites
HSP90AB1,9.946906274,1,0,0,1,1,1,0,0,1,2,2-4 Sites
ALS2CR4,6.894817763,2,1,1,1,4,0,1,0,1,2,2-4 Sites
FAS,6,2,2,1,1,5,0,2,0,0,2,2-4 Sites
SENP8,7.04439412,1,2,0,3,3,0,0,0,2,2,2-4 Sites
CEP170L,7.569855608,1,2,1,3,4,0,0,0,2,2,2-4 Sites
TTRAP,6.491853097,3,0,0,1,3,0,1,0,1,2,2-4 Sites
ADAMTS19,4.169925002,2,1,1,1,4,0,0,0,2,2,2-4 Sites
RPL4,6.870364719,1,1,2,1,4,0,0,0,2,2,2-4 Sites
BPGM,5.321928095,3,1,1,2,5,0,0,0,2,2,2-4 Sites
ZNF334,6.64385619,1,0,0,1,1,0,0,0,2,2,2-4 Sites
TRMT61B,6.781359714,2,1,1,2,4,0,0,0,2,2,2-4 Sites
WDR41,6.754887502,1,3,2,1,6,0,0,0,2,2,2-4 Sites
LMLN,5.392317423,0,3,1,0,4,0,0,0,2,2,2-4 Sites
MBLAC2,6.169925002,5,3,3,3,11,0,2,0,0,2,2-4 Sites
HSPB11,8.092757141,3,1,0,3,4,0,1,0,1,2,2-4 Sites
ZNF397,7.906890596,2,1,1,0,4,0,0,0,2,2,2-4 Sites
EIF4A2,7.569855608,2,1,2,2,5,0,1,0,1,2,2-4 Sites
PRR3,13.65754176,0,3,3,5,6,0,2,0,0,2,2-4 Sites
CHCHD8,5.169925002,0,1,1,1,2,0,2,0,0,2,2-4 Sites
RPL22,7.076815597,1,1,1,1,3,0,0,0,2,2,2-4 Sites
RPS23,6.266786541,2,1,1,0,4,0,2,0,0,2,2-4 Sites
RBMX,11.41151099,1,2,2,3,5,0,1,0,1,2,2-4 Sites
RCN2,9.601770789,4,2,2,3,8,0,1,0,1,2,2-4 Sites
XPO5,4.754887502,0,1,1,0,2,0,0,0,2,2,2-4 Sites
POLI,7.257387842,4,1,1,3,6,0,2,0,0,2,2-4 Sites
HSPD1,5.491853096,0,0,0,0,0,0,0,0,2,2,2-4 Sites
NXF1,8.076815597,1,0,0,3,1,0,0,0,2,2,2-4 Sites
PDK1,5.491853096,2,2,1,1,5,0,0,0,2,2,2-4 Sites
DNAJC19,6.04439412,0,2,1,1,3,0,0,0,2,2,2-4 Sites
KPNA2,6.807354922,2,2,2,2,6,0,0,0,2,2,2-4 Sites
KLF3,7.400879436,3,1,1,1,5,0,2,0,0,2,2-4 Sites
HMGN2,8.266786541,1,1,0,2,2,0,0,0,2,2,2-4 Sites
COX18,7.50779464,2,3,2,4,7,0,2,0,0,2,2-4 Sites
ZNF528,5.491853096,0,0,0,2,0,0,0,0,2,2,2-4 Sites
ANKRD44,5,4,5,4,2,13,0,0,0,2,2,2-4 Sites
EEF1A1,6.62935662,0,1,1,1,2,0,1,0,1,2,2-4 Sites
COQ2,6.129283017,3,2,2,1,7,0,0,0,2,2,2-4 Sites
RBM45,8.199672345,3,4,3,2,10,0,0,0,2,2,2-4 Sites
ELOVL2,9.292321633,3,3,3,1,9,0,2,0,0,2,2-4 Sites
BTD,5.584962501,1,2,1,1,4,0,2,0,0,2,2-4 Sites
NOP58,5.491853096,1,2,1,0,4,0,0,0,2,2,2-4 Sites
UTP23,7.451211112,2,1,1,1,4,0,0,0,2,2,2-4 Sites
SEPN1,6.977279924,0,1,1,1,2,0,2,0,0,2,2-4 Sites
NEXN,6.129283017,2,3,3,2,8,0,1,0,1,2,2-4 Sites
TMEM56,8.321928095,0,1,0,0,1,0,2,0,0,2,2-4 Sites
PRMT6,7.707359132,1,2,0,0,3,0,2,0,0,2,2-4 Sites
TIMM17A,7.169925001,1,0,1,0,2,0,1,0,1,2,2-4 Sites
CNIH3,5.285402219,2,2,2,2,6,0,0,0,2,2,2-4 Sites
SLC35E2,8.060695932,3,2,2,4,7,0,0,0,2,2,2-4 Sites
MUL1,6.977279923,3,3,2,4,8,0,1,0,1,2,2-4 Sites
ZNF436,7.022367813,1,1,0,1,2,0,1,0,1,2,2-4 Sites
PPT1,7.129283017,3,1,1,1,5,0,1,0,1,2,2-4 Sites
BRP44,5.807354922,2,2,1,0,5,0,0,0,2,2,2-4 Sites
TMEM81,6.918863238,2,0,1,1,3,0,2,0,0,2,2-4 Sites
OPN3,5.321928095,1,1,0,1,2,0,1,0,1,2,2-4 Sites
ZNF669,5.459431619,1,1,1,5,3,0,1,0,1,2,2-4 Sites
MORN2,4.64385619,2,4,2,1,8,0,0,0,2,2,2-4 Sites
APLF,7.159871337,3,4,0,1,7,0,0,0,2,2,2-4 Sites
PCYOX1,6.169925001,1,0,0,1,1,0,2,0,0,2,2-4 Sites
ZNF2,7.459431619,0,1,1,0,2,0,2,0,0,2,2-4 Sites
MARS2,11.66400276,3,2,3,2,8,0,2,0,0,2,2-4 Sites
FAM134A,7.491853096,2,0,1,3,3,0,2,0,0,2,2-4 Sites
RNF103,7.491853096,1,2,2,2,5,0,2,0,0,2,2-4 Sites
